,title,studio,domestic_gross,foreign_gross,year,movie_id,primary_title,original_title,start_year,runtime_minutes,genres
1792,Downsizing,Par.,24400000.0,30600000.0,2017,tt1389072,Downsizing,Downsizing,2017.0,135.0,"Drama,Sci-Fi"
1793,"I, Tonya",Neon,30000000.0,23900000.0,2017,tt5580036,"I, Tonya","I, Tonya",2017.0,120.0,"Biography,Comedy,Drama"
1794,Logan Lucky,BST,27800000.0,20700000.0,2017,tt5439796,Logan Lucky,Logan Lucky,2017.0,118.0,"Comedy,Crime,Drama"
1795,Tyler Perry's Boo 2! A Madea Halloween,LGF,47300000.0,1000000.0,2017,,,,,,
1796,Phantom Thread,Focus,21200000.0,26600000.0,2017,tt5776858,Phantom Thread,Phantom Thread,2017.0,130.0,"Drama,Romance"
1797,Rough Night,Sony,22100000.0,25200000.0,2017,tt4799050,Rough Night,Rough Night,2017.0,101.0,"Comedy,Crime,Thriller"
1798,The Battleship Island,CJ,1100000.0,45000000.0,2017,tt5969696,The Battleship Island,Gunhamdo,2017.0,132.0,"Action,Drama,History"
1799,Flatliners (2017),Sony,16900000.0,28300000.0,2017,,,,,,
1800,mother!,Par.,17800000.0,26700000.0,2017,,,,,,
1801,The Snowman,Uni.,6700000.0,36400000.0,2017,tt1758810,The Snowman,The Snowman,2017.0,119.0,"Crime,Drama,Mystery"
1802,Gifted,FoxS,24800000.0,18200000.0,2017,tt4481414,Gifted,Gifted,2017.0,101.0,Drama
1803,Loving Vincent,Good Deed,6700000.0,35500000.0,2017,tt3262342,Loving Vincent,Loving Vincent,2017.0,94.0,"Animation,Biography,Crime"
1804,Call Me by Your Name,SPC,18100000.0,23800000.0,2017,tt5726616,Call Me by Your Name,Call Me by Your Name,2017.0,132.0,"Drama,Romance"
1805,T2: Trainspotting,TriS,2400000.0,39300000.0,2017,,,,,,
1806,Fist Fight,WB (NL),32200000.0,8900000.0,2017,tt3401882,Fist Fight,Fist Fight,2017.0,91.0,Comedy
1807,Diary of a Wimpy Kid: The Long Haul,Fox,20700000.0,19400000.0,2017,tt6003368,Diary of a Wimpy Kid: The Long Haul,Diary of a Wimpy Kid: The Long Haul,2017.0,91.0,"Comedy,Family"
1808,The House,WB (NL),25600000.0,8600000.0,2017,tt3425402,The House,Huset,2016.0,90.0,Thriller
1809,The House,WB (NL),25600000.0,8600000.0,2017,tt4481514,The House,The House,2017.0,88.0,"Comedy,Crime"
1810,Tad the Lost Explorer and the Secret of King Midas,ParC,5900.0,34200000.0,2017,,,,,,
1811,Sleepless,ORF,20800000.0,12100000.0,2017,tt2072233,Sleepless,Sleepless,2017.0,95.0,"Action,Crime,Thriller"
1812,The Disaster Artist,A24,21100000.0,8700000.0,2017,tt3521126,The Disaster Artist,The Disaster Artist,2017.0,104.0,"Biography,Comedy,Drama"
1813,The Beguiled (2017),Focus,10700000.0,16700000.0,2017,,,,,,
1814,Judwaa 2,FIP,1400000.0,25500000.0,2017,tt5456546,Judwaa 2,Judwaa 2,2017.0,145.0,"Action,Comedy"
1815,CHiPs,WB,18600000.0,8199999.0,2017,,,,,,
1816,The Bye Bye Man,STX,22400000.0,4300000.0,2017,tt4030600,The Bye Bye Man,The Bye Bye Man,2017.0,96.0,"Drama,Fantasy,Horror"
1817,A Cure for Wellness,Fox,8100000.0,18500000.0,2017,tt4731136,A Cure for Wellness,A Cure for Wellness,2016.0,146.0,"Drama,Fantasy,Horror"
1818,The Zookeeper's Wife,Focus,17600000.0,8600000.0,2017,tt1730768,The Zookeeper's Wife,The Zookeeper's Wife,2017.0,127.0,"Biography,Drama,History"
1819,Only The Brave,Sony,18300000.0,7400000.0,2017,,,,,,
1820,Father Figures,WB,17500000.0,8100000.0,2017,tt1966359,Father Figures,Father Figures,2017.0,113.0,"Adventure,Comedy,Drama"
1821,Badrinath Ki Dulhania,FIP,2000000.0,23200000.0,2017,tt6277440,Badrinath Ki Dulhania,Badrinath Ki Dulhania,2017.0,139.0,"Comedy,Drama,Romance"
1822,Born in China,BV,13900000.0,11200000.0,2017,tt4629266,Born in China,Born in China,2016.0,79.0,Documentary
1823,The Founder,Wein.,12800000.0,11300000.0,2017,tt4276820,The Founder,The Founder,2016.0,115.0,"Biography,Drama,History"
1824,Jolly Llb 2,FIP,1700000.0,21300000.0,2017,,,,,,
1825,The Glass Castle,LGF,17300000.0,4600000.0,2017,tt2378507,The Glass Castle,The Glass Castle,2017.0,127.0,"Biography,Drama"
1826,Sword Art Online: The Movie - Ordinal Scale,Elev.,1500000.0,19200000.0,2017,tt5544384,Sword Art Online: The Movie - Ordinal Scale,Gekijo-ban Sword Art Online: Ordinal Scale,2017.0,119.0,"Action,Adventure,Animation"
1827,It Comes At Night,A24,14000000.0,5300000.0,2017,,,,,,
1828,The Lost City of Z,BST,8600000.0,10700000.0,2017,tt1212428,The Lost City of Z,The Lost City of Z,2016.0,141.0,"Adventure,Biography,Drama"
1829,Unforgettable (2017),WB,11400000.0,6400000.0,2017,,,,,,
1830,The Case for Christ,PFR,14700000.0,3000000.0,2017,tt6113488,The Case for Christ,The Case for Christ,2017.0,112.0,"Biography,Drama"
1831,Wonder Wheel,Amazon,1400000.0,14500000.0,2017,tt5825380,Wonder Wheel,Wonder Wheel,2017.0,101.0,Drama
1832,Gold,Wein.,7200000.0,7700000.0,2017,tt1800302,Gold,Gold,2016.0,120.0,"Adventure,Drama,Thriller"
1833,Gold,Wein.,7200000.0,7700000.0,2017,tt5162658,Gold,Oro,2017.0,103.0,"Adventure,Drama,History"
1834,Gold,Wein.,7200000.0,7700000.0,2017,tt6173990,Gold,Gold,2018.0,151.0,"Drama,History,Sport"
1835,The Space Between Us,STX,7900000.0,6900000.0,2017,tt3922818,The Space Between Us,The Space Between Us,2017.0,120.0,"Adventure,Drama,Romance"
1836,A United Kingdom,FoxS,3900000.0,9900000.0,2017,tt3387266,A United Kingdom,A United Kingdom,2016.0,111.0,"Biography,Drama,Romance"
1837,"Roman J. Israel, Esq.",Sony,12000000.0,1100000.0,2017,tt6000478,"Roman J. Israel, Esq.","Roman J. Israel, Esq.",2017.0,122.0,"Crime,Drama,Thriller"
1838,Mubarakan,Sony,759000.0,12100000.0,2017,tt6272828,Mubarakan,Mubarakan,2017.0,156.0,"Comedy,Romance"
1839,The Promise (2017),ORF,8199999.0,4200000.0,2017,,,,,,
1840,Earth: One Amazing Day,BBC,81300.0,11600000.0,2017,tt6238896,Earth: One Amazing Day,Earth: One Amazing Day,2017.0,95.0,"Documentary,Family"
1841,My Cousin Rachel,FoxS,2700000.0,6500000.0,2017,tt4411596,My Cousin Rachel,My Cousin Rachel,2017.0,106.0,"Drama,Mystery,Romance"
1842,Truman,FR,211000.0,8800000.0,2017,,,,,,
1843,Stronger,RAtt.,4200000.0,4200000.0,2017,tt7130472,Stronger,Stronger,2016.0,47.0,"Action,Sport"
1844,Stronger,RAtt.,4200000.0,4200000.0,2017,tt3881784,Stronger,Stronger,2017.0,119.0,"Biography,Drama"
1845,Stronger,RAtt.,4200000.0,4200000.0,2017,tt5738152,Stronger,Stronger,2017.0,125.0,Drama
1846,Tulip Fever,Wein.,2500000.0,5900000.0,2017,tt0491203,Tulip Fever,Tulip Fever,2017.0,105.0,"Drama,History,Romance"
1847,Viceroy's House,IFC,1100000.0,6700000.0,2017,tt4977530,Viceroy's House,Viceroy's House,2017.0,106.0,"Biography,Drama,History"
1848,Amityville: The Awakening,W/Dim.,700.0,7700000.0,2017,tt1935897,Amityville: The Awakening,Amityville: The Awakening,2017.0,85.0,"Horror,Thriller"
1849,Just Getting Started,BG,6100000.0,1600000.0,2017,tt5721088,Just Getting Started,Just Getting Started,2017.0,91.0,"Action,Comedy"
1850,Beatriz At Dinner,RAtt.,7100000.0,310000.0,2017,,,,,,
1851,The Red Turtle,SPC,922000.0,5700000.0,2017,tt3666024,The Red Turtle,La tortue rouge,2016.0,80.0,"Animation,Fantasy"
1852,From the Land of the Moon,IFC,47700.0,6500000.0,2017,tt3794028,From the Land of the Moon,Mal de pierres,2016.0,120.0,"Drama,Romance"
1853,All Saints,Affirm,5800000.0,140000.0,2017,tt4663548,All Saints,All Saints,2017.0,108.0,Drama
1854,Phillauri,FIP,468000.0,5000000.0,2017,tt5502766,Phillauri,Phillauri,2017.0,138.0,"Comedy,Drama,Fantasy"
1855,Ok Jaanu,FIP,356000.0,5000000.0,2017,,,,,,
1856,An Inconvenient Sequel: Truth to Power,Par.,3500000.0,1900000.0,2017,tt6322922,An Inconvenient Sequel: Truth to Power,An Inconvenient Sequel: Truth to Power,2017.0,98.0,Documentary
1857,Table 19,FoxS,3600000.0,1400000.0,2017,tt1412528,Table 19,Table 19,2017.0,87.0,"Comedy,Drama,Romance"
1858,Collide,ORF,2300000.0,2500000.0,2017,tt2126235,Collide,Collide,2016.0,99.0,"Action,Crime,Thriller"
1859,The Wall,RAtt.,1800000.0,2700000.0,2017,tt6060874,The Wall,The Wall,2016.0,73.0,Drama
1860,The Wall,RAtt.,1800000.0,2700000.0,2017,tt6567616,The Wall,The Wall,2016.0,34.0,Documentary
1861,The Wall,RAtt.,1800000.0,2700000.0,2017,tt4218696,The Wall,The Wall,2017.0,88.0,"Action,Drama,Thriller"
1862,The Wall,RAtt.,1800000.0,2700000.0,2017,tt6845582,The Wall,The Wall,2017.0,5.0,Documentary
1863,Mark Felt: The Man Who Brought Down the White House,SPC,769000.0,3600000.0,2017,tt5175450,Mark Felt: The Man Who Brought Down the White House,Mark Felt: The Man Who Brought Down the White House,2017.0,103.0,"Biography,Drama,History"
1864,Terminator 2: Judgment Day 3D,Distrib.,1000000.0,2900000.0,2017,,,,,,
1865,Brad's Status,Annapurna,2100000.0,1700000.0,2017,tt5884230,Brad's Status,Brad's Status,2017.0,102.0,"Comedy,Drama,Music"
1866,Wonderstruck,RAtt.,1100000.0,2200000.0,2017,tt5208216,Wonderstruck,Wonderstruck,2017.0,116.0,"Drama,Mystery"
1867,Raw (2017),FCW,515000.0,2600000.0,2017,,,,,,
1868,A Gentleman,FIP,410000.0,2500000.0,2017,tt5613834,A Gentleman,A Gentleman,2017.0,145.0,"Action,Comedy"
1869,A Gentleman,FIP,410000.0,2500000.0,2017,tt8289324,A Gentleman,A Gentleman,2018.0,70.0,Drama
1870,Inhumans,Imax,1500000.0,1300000.0,2017,,,,,,
1871,The Only Living Boy in New York,RAtt.,624000.0,1900000.0,2017,tt0460890,The Only Living Boy in New York,The Only Living Boy in New York,2017.0,89.0,Drama
1872,Poster Boys,Sony,97000.0,2400000.0,2017,tt6352548,Poster Boys,Poster Boys,2017.0,128.0,Comedy
1873,Last Flag Flying,LGF,965000.0,904000.0,2017,tt6018306,Last Flag Flying,Last Flag Flying,2017.0,125.0,"Comedy,Drama,War"
1874,Human Flow,Magn.,528000.0,1300000.0,2017,tt6573444,Human Flow,Human Flow,2017.0,140.0,Documentary
1875,Patti Cake$,FoxS,800000.0,682000.0,2017,tt6288250,Patti Cake$,Patti Cake$,2017.0,109.0,"Drama,Music"
1876,6 Below: Miracle on the Mountain,MOM,14800.0,1100000.0,2017,tt5503688,6 Below: Miracle on the Mountain,6 Below: Miracle on the Mountain,2017.0,98.0,"Adventure,Biography,Drama"
1877,Buena Vista Social Club: Adios,BG,123000.0,578000.0,2017,tt4653272,Buena Vista Social Club: Adios,Buena Vista Social Club: Adios,2017.0,110.0,Documentary
1878,3 Generations,Wein.,156000.0,375000.0,2017,,,,,,
1879,Letters from Baghdad,Vita.,360000.0,143000.0,2017,tt6086614,Letters from Baghdad,Letters from Baghdad,2016.0,95.0,Documentary
1880,City of Ghosts,IFC,128000.0,100000.0,2017,tt6333056,City of Ghosts,City of Ghosts,2017.0,92.0,"Documentary,War"
1881,Black Panther,BV,700100000.0,646900000.0,2018,tt1825683,Black Panther,Black Panther,2018.0,134.0,"Action,Adventure,Sci-Fi"
1882,Jurassic World: Fallen Kingdom,Uni.,417700000.0,891800000.0,2018,tt4881806,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,2018.0,128.0,"Action,Adventure,Sci-Fi"
1883,Incredibles 2,BV,608600000.0,634200000.0,2018,tt3606756,Incredibles 2,Incredibles 2,2018.0,118.0,"Action,Adventure,Animation"
1884,Aquaman,WB,335100000.0,812700000.0,2018,tt1477834,Aquaman,Aquaman,2018.0,143.0,"Action,Adventure,Fantasy"
1885,Bohemian Rhapsody,Fox,216400000.0,687200000.0,2018,tt1727824,Bohemian Rhapsody,Bohemian Rhapsody,2018.0,134.0,"Biography,Drama,Music"
1886,Venom (2018),Sony,213500000.0,641500000.0,2018,,,,,,
1887,Mission: Impossible - Fallout,Par.,220200000.0,571000000.0,2018,tt4912910,Mission: Impossible - Fallout,Mission: Impossible - Fallout,2018.0,147.0,"Action,Adventure,Thriller"
1888,Deadpool 2,Fox,318500000.0,460500000.0,2018,tt5463162,Deadpool 2,Deadpool 2,2018.0,119.0,"Action,Adventure,Comedy"
1889,Fantastic Beasts: The Crimes of Grindelwald,WB,159600000.0,494100000.0,2018,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018.0,134.0,"Adventure,Family,Fantasy"
1890,Ant-Man and the Wasp,BV,216600000.0,406000000.0,2018,tt5095030,Ant-Man and the Wasp,Ant-Man and the Wasp,2018.0,118.0,"Action,Adventure,Comedy"
1891,Ready Player One,WB,137700000.0,445200000.0,2018,tt1677720,Ready Player One,Ready Player One,2018.0,140.0,"Action,Adventure,Sci-Fi"
1892,Operation Red Sea,WGUSA,1500000.0,577700000.0,2018,tt6878882,Operation Red Sea,Hong hai xing dong,2018.0,142.0,"Action,Drama,Thriller"
1893,Detective Chinatown 2,WB,2000000.0,542100000.0,2018,tt7752454,Detective Chinatown 2,Tang ren jie tan an 2,2018.0,121.0,"Action,Comedy,Mystery"
1894,The Meg,WB,145400000.0,384800000.0,2018,tt4779682,The Meg,The Meg,2018.0,113.0,"Action,Horror,Sci-Fi"
1895,Ralph Breaks the Internet,BV,201100000.0,328100000.0,2018,tt5848272,Ralph Breaks the Internet,Ralph Breaks the Internet,2018.0,112.0,"Adventure,Animation,Comedy"
1896,Hotel Transylvania 3: Summer Vacation,Sony,167500000.0,361100000.0,2018,tt5220122,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018.0,97.0,"Adventure,Animation,Comedy"
1897,Dr. Seuss' The Grinch (2018),Uni.,270600000.0,241000000.0,2018,,,,,,
1898,Bumblebee,Par.,127200000.0,340800000.0,2018,tt4701182,Bumblebee,Bumblebee,2018.0,114.0,"Action,Adventure,Sci-Fi"
1899,A Star is Born (2018),WB,215300000.0,218900000.0,2018,,,,,,
1900,Rampage (2018),WB (NL),101000000.0,327000000.0,2018,,,,,,
1901,Mamma Mia! Here We Go Again,Uni.,120600000.0,274400000.0,2018,tt6911608,Mamma Mia! Here We Go Again,Mamma Mia! Here We Go Again,2018.0,114.0,"Comedy,Musical,Romance"
1902,Solo: A Star Wars Story,BV,213800000.0,179200000.0,2018,tt3778644,Solo: A Star Wars Story,Solo: A Star Wars Story,2018.0,135.0,"Action,Adventure,Fantasy"
1903,Spider-Man: Into The Spider-Verse,Sony,190200000.0,185300000.0,2018,,,,,,
1904,Fifty Shades Freed,Uni.,100400000.0,271500000.0,2018,tt4477536,Fifty Shades Freed,Fifty Shades Freed,2018.0,105.0,"Drama,Romance,Thriller"
1905,The Nun,WB (NL),117500000.0,248100000.0,2018,tt5814060,The Nun,The Nun,2018.0,96.0,"Horror,Mystery,Thriller"
1906,Monster Hunt 2,LGF,706000.0,361000000.0,2018,tt6170484,Monster Hunt 2,Zhuo yao ji 2,2018.0,110.0,"Adventure,Comedy,Sci-Fi"
1907,Peter Rabbit,Sony,115300000.0,236000000.0,2018,tt5117670,Peter Rabbit,Peter Rabbit,2018.0,95.0,"Adventure,Animation,Comedy"
1908,Mary Poppins Returns,BV,172000000.0,177600000.0,2018,tt5028340,Mary Poppins Returns,Mary Poppins Returns,2018.0,130.0,"Comedy,Family,Fantasy"
1909,A Quiet Place,Par.,188000000.0,152900000.0,2018,tt6347308,A Quiet Place,A Quiet Place,2016.0,80.0,Documentary
1910,A Quiet Place,Par.,188000000.0,152900000.0,2018,tt6644200,A Quiet Place,A Quiet Place,2018.0,90.0,"Drama,Horror,Sci-Fi"
1911,Green Book,Uni.,85100000.0,234700000.0,2018,tt6966692,Green Book,Green Book,2018.0,130.0,"Biography,Comedy,Drama"
1912,Skyscraper,Uni.,68400000.0,236400000.0,2018,tt5758778,Skyscraper,Skyscraper,2018.0,102.0,"Action,Adventure,Thriller"
1913,Ocean's 8,WB,140200000.0,157500000.0,2018,,,,,,
1914,Pacific Rim Uprising,Uni.,59900000.0,231100000.0,2018,,,,,,
1915,Maze Runner: The Death Cure,Fox,58000000.0,230200000.0,2018,,,,,,
1916,Tomb Raider,WB,58300000.0,216400000.0,2018,tt1365519,Tomb Raider,Tomb Raider,2018.0,119.0,"Action,Adventure,Fantasy"
1917,Halloween (2018),Uni.,159300000.0,96100000.0,2018,,,,,,
1918,Crazy Rich Asians,WB,174500000.0,64000000.0,2018,tt3104988,Crazy Rich Asians,Crazy Rich Asians,2018.0,120.0,"Comedy,Romance"
1919,Paddington 2,WB,40900000.0,186400000.0,2018,tt4468740,Paddington 2,Paddington 2,2017.0,103.0,"Adventure,Comedy,Family"
1920,Smallfoot,WB,83200000.0,130900000.0,2018,tt6182908,Smallfoot,Smallfoot,2018.0,96.0,"Adventure,Animation,Comedy"
1921,Creed II,MGM,115700000.0,98300000.0,2018,tt6343314,Creed II,Creed II,2018.0,130.0,"Drama,Sport"
1922,Disney's Christopher Robin,BV,99200000.0,98500000.0,2018,,,,,,
1923,The Equalizer 2,Sony,102100000.0,88300000.0,2018,tt3766354,The Equalizer 2,The Equalizer 2,2018.0,121.0,"Action,Crime,Thriller"
1924,The Nutcracker and the Four Realms,BV,54900000.0,119100000.0,2018,tt5523010,The Nutcracker and the Four Realms,The Nutcracker and the Four Realms,2018.0,99.0,"Adventure,Family,Fantasy"
1925,The Mule,WB,103800000.0,68700000.0,2018,tt7959026,The Mule,The Mule,2018.0,116.0,"Crime,Drama,Thriller"
1926,Insidious: The Last Key,Uni.,67700000.0,100100000.0,2018,tt5726086,Insidious: The Last Key,Insidious: The Last Key,2018.0,103.0,"Horror,Mystery,Thriller"
1927,The Predator (2018),Fox,51000000.0,109500000.0,2018,,,,,,
1928,Johnny English Strikes Again,Uni.,4400000.0,154500000.0,2018,tt6921996,Johnny English Strikes Again,Johnny English Strikes Again,2018.0,89.0,"Action,Adventure,Comedy"
1929,Red Sparrow,Fox,46900000.0,104700000.0,2018,tt2873282,Red Sparrow,Red Sparrow,2018.0,140.0,"Action,Drama,Thriller"
1930,The First Purge,Uni.,69500000.0,67500000.0,2018,tt6133466,The First Purge,The First Purge,2018.0,98.0,"Action,Horror,Sci-Fi"
1931,A Wrinkle in Time,BV,100500000.0,32200000.0,2018,tt1620680,A Wrinkle in Time,A Wrinkle in Time,2018.0,109.0,"Adventure,Family,Fantasy"
1932,The House With A Clock In Its Walls,Uni.,68500000.0,62900000.0,2018,,,,,,
1933,Instant Family,Par.,67400000.0,53200000.0,2018,tt7401588,Instant Family,Instant Family,2018.0,118.0,"Comedy,Drama"
1934,The Commuter,LGF,36300000.0,83600000.0,2018,tt1590193,The Commuter,The Commuter,2018.0,105.0,"Action,Mystery,Thriller"
1935,Game Night,WB (NL),69200000.0,48500000.0,2018,tt2704998,Game Night,Game Night,2018.0,100.0,"Action,Comedy,Crime"
1936,The Monkey King 3,WGUSA,187000.0,114900000.0,2018,tt6466464,The Monkey King 3,Xi you ji zhi nü er guo,2018.0,114.0,"Action,Adventure,Fantasy"
1937,First Man,Uni.,44900000.0,60800000.0,2018,tt7027210,First Man,First Man,2017.0,92.0,Documentary
1938,First Man,Uni.,44900000.0,60800000.0,2018,tt1213641,First Man,First Man,2018.0,141.0,"Biography,Drama,History"
1939,Night School (2018),Uni.,77300000.0,25800000.0,2018,,,,,,
1940,Alpha,Studio 8,35900000.0,62300000.0,2018,tt6313896,Alpha,Alpha,2016.0,90.0,"Crime,Drama,Fantasy"
1941,Alpha,Studio 8,35900000.0,62300000.0,2018,tt4244998,Alpha,Alpha,2018.0,96.0,"Adventure,Drama,Family"
1942,A Simple Favor,LGF,53500000.0,44100000.0,2018,tt7040874,A Simple Favor,A Simple Favor,2018.0,117.0,"Comedy,Crime,Drama"
1943,The Favourite,FoxS,34400000.0,61600000.0,2018,tt5083738,The Favourite,The Favourite,2018.0,119.0,"Biography,Drama,History"
1944,Truth or Dare,Uni.,41400000.0,53900000.0,2018,tt5944422,Truth or Dare,Verdad o Reto,2016.0,90.0,"Drama,Romance"
1945,Truth or Dare,Uni.,41400000.0,53900000.0,2018,tt6772950,Truth or Dare,Truth or Dare,2018.0,100.0,"Horror,Thriller"
1946,Truth or Dare,Uni.,41400000.0,53900000.0,2018,tt6869948,Truth or Dare,Truth or Dare,2018.0,92.0,"Comedy,Drama,Romance"
1947,I Feel Pretty,STX,48800000.0,45700000.0,2018,tt6791096,I Feel Pretty,I Feel Pretty,2018.0,110.0,"Comedy,Romance"
1948,Blockers,Uni.,60300000.0,33700000.0,2018,tt2531344,Blockers,Blockers,2018.0,102.0,Comedy
1949,Goosebumps 2: Haunted Halloween,Sony,46700000.0,46600000.0,2018,tt5664636,Goosebumps 2: Haunted Halloween,Goosebumps 2: Haunted Halloween,2018.0,90.0,"Adventure,Comedy,Family"
1950,BlacKkKlansman,Focus,49300000.0,44000000.0,2018,tt7349662,BlacKkKlansman,BlacKkKlansman,2018.0,135.0,"Biography,Crime,Drama"
1951,Overboard (2018),PNT,50300000.0,40900000.0,2018,,,,,,
1952,Sherlock Gnomes,Par.,43200000.0,47100000.0,2018,tt2296777,Sherlock Gnomes,Sherlock Gnomes,2018.0,86.0,"Adventure,Animation,Comedy"
1953,Robin Hood (2018),LG/S,30800000.0,54000000.0,2018,,,,,,
1954,Mortal Engines,Uni.,16000000.0,67700000.0,2018,tt1571234,Mortal Engines,Mortal Engines,2018.0,128.0,"Action,Adventure,Fantasy"
1955,How Long Will I Love U,WGUSA,747000.0,82100000.0,2018,tt8404272,How Long Will I Love U,Chao shi kong tong ju,2018.0,101.0,Romance
1956,Den of Thieves,STX,44900000.0,35600000.0,2018,tt1259528,Den of Thieves,Den of Thieves,2018.0,140.0,"Action,Crime,Drama"
1957,Hereditary,A24,44100000.0,35300000.0,2018,tt7784604,Hereditary,Hereditary,2018.0,127.0,"Drama,Horror,Mystery"
1958,Tag,WB (NL),54700000.0,23400000.0,2018,tt5908018,Tag,Tag,2016.0,76.0,Animation
1959,Tag,WB (NL),54700000.0,23400000.0,2018,tt8430862,Tag,Tag,2017.0,46.0,"Action,Comedy"
1960,Tag,WB (NL),54700000.0,23400000.0,2018,tt2854926,Tag,Tag,2018.0,100.0,Comedy
1961,Vice,Annapurna,47800000.0,28200000.0,2018,tt6266538,Vice,Vice,2018.0,132.0,"Biography,Comedy,Drama"
1962,Widows,Fox,42400000.0,33600000.0,2018,tt4218572,Widows,Widows,2018.0,129.0,"Crime,Drama,Thriller"
1963,Sicario: Day of the Soldado,Sony,50100000.0,25800000.0,2018,tt5052474,Sicario: Day of the Soldado,Sicario: Day of the Soldado,2018.0,122.0,"Action,Crime,Drama"
1964,Searching,SGem,26000000.0,49400000.0,2018,tt7668870,Searching,Searching,2018.0,102.0,"Drama,Mystery,Thriller"
1965,The Spy Who Dumped Me,LGF,33600000.0,41800000.0,2018,tt6663582,The Spy Who Dumped Me,The Spy Who Dumped Me,2018.0,117.0,"Action,Adventure,Comedy"
1966,Second Act,STX,39300000.0,33000000.0,2018,tt2126357,Second Act,Second Act,2018.0,103.0,"Comedy,Drama,Romance"
1967,Sanju,FIP,7900000.0,63600000.0,2018,tt6452574,Sanju,Sanju,2018.0,155.0,"Biography,Drama"
1968,12 Strong,WB,45800000.0,21600000.0,2018,tt1413492,12 Strong,12 Strong,2018.0,130.0,"Action,Drama,History"
1969,"Love, Simon",Fox,40800000.0,25500000.0,2018,tt5164432,"Love, Simon","Love, Simon",2018.0,110.0,"Comedy,Drama,Romance"
1970,Mile 22,STX,36100000.0,30200000.0,2018,tt4560436,Mile 22,Mile 22,2018.0,94.0,"Action,Adventure,Thriller"
1971,Life of the Party,WB (NL),53100000.0,12800000.0,2018,tt1826727,Life of the Party,Life of the Party,2017.0,84.0,"Comedy,Drama"
1972,Life of the Party,WB (NL),53100000.0,12800000.0,2018,tt6897484,Life of the Party,Life of the Party,2017.0,115.0,Drama
1973,Life of the Party,WB (NL),53100000.0,12800000.0,2018,tt5619332,Life of the Party,Life of the Party,2018.0,105.0,Comedy
1974,Isle Of Dogs,FoxS,32000000.0,32200000.0,2018,,,,,,
1975,Adrift,STX,31400000.0,28500000.0,2018,tt6306064,Adrift,Adrift,2018.0,96.0,"Action,Adventure,Biography"
1976,The 15:17 to Paris,WB,36300000.0,20800000.0,2018,tt6802308,The 15:17 to Paris,The 15:17 to Paris,2018.0,94.0,"Biography,Drama,Thriller"
1977,Early Man,LGF,8300000.0,46400000.0,2018,tt4701724,Early Man,Early Man,2018.0,89.0,"Adventure,Animation,Comedy"
1978,Peppermint,STX,35400000.0,18400000.0,2018,tt6850820,Peppermint,Peppermint,2018.0,101.0,"Action,Crime,Drama"
1979,Teen Titans Go! To The Movies,WB,29800000.0,22300000.0,2018,,,,,,
1980,Slender Man,SGem,30600000.0,21200000.0,2018,tt5690360,Slender Man,Slender Man,2018.0,93.0,"Horror,Mystery,Thriller"
1981,Breaking In (2018),Uni.,46800000.0,4600000.0,2018,,,,,,
1982,Once Upon a Deadpool,Fox,6100000.0,44400000.0,2018,,,,,,
1983,The Son of Bigfoot,VPD,289000.0,46800000.0,2018,tt5715410,The Son of Bigfoot,The Son of Bigfoot,2017.0,92.0,"Adventure,Animation,Comedy"
1984,Uncle Drew,LG/S,42500000.0,4200000.0,2018,tt7334528,Uncle Drew,Uncle Drew,2018.0,103.0,"Comedy,Sport"
1985,Tyler Perry's Acrimony,LGF,43500000.0,2900000.0,2018,,,,,,
1986,Mary Queen of Scots,Focus,16500000.0,29900000.0,2018,tt2328900,Mary Queen of Scots,Mary Queen of Scots,2018.0,124.0,"Biography,Drama,History"
1987,The Possession of Hannah Grace,SGem,14800000.0,28200000.0,2018,tt5734576,The Possession of Hannah Grace,The Possession of Hannah Grace,2018.0,86.0,"Horror,Mystery,Thriller"
1988,Overlord,Par.,21700000.0,20000000.0,2018,tt4530422,Overlord,Overlord,2018.0,110.0,"Action,Adventure,Horror"
1989,The Darkest Minds,Fox,12700000.0,28400000.0,2018,tt4073790,The Darkest Minds,The Darkest Minds,2018.0,104.0,"Action,Adventure,Drama"
1990,Holmes and Watson,Sony,30600000.0,9900000.0,2018,,,,,,
1991,Show Dogs,Global Road,17900000.0,21300000.0,2018,tt5691024,Show Dogs,Show Dogs,2018.0,92.0,"Adventure,Comedy,Family"
1992,On the Basis of Sex,Focus,24600000.0,13600000.0,2018,tt4669788,On the Basis of Sex,On the Basis of Sex,2018.0,120.0,"Biography,Drama"
1993,Namiya,CL,70800.0,35300000.0,2018,tt7645502,Namiya,Jie you za huo dian,2017.0,116.0,"Drama,Fantasy"
1994,The Girl in the Spider's Web: A New Dragon Tattoo Story,Sony,14800000.0,20300000.0,2018,,,,,,
1995,The Hate U Give,Fox,29700000.0,5200000.0,2018,tt5580266,The Hate U Give,The Hate U Give,2018.0,133.0,"Crime,Drama"
1996,Nobody's Fool,Par.,31700000.0,1800000.0,2018,tt8097306,Nobody's Fool,Nobody's Fool,2018.0,110.0,"Comedy,Drama,Romance"
1997,Bad Times At The El Royale,Fox,17800000.0,14000000.0,2018,,,,,,
