,title,studio,domestic_gross,foreign_gross,year,movie_id,primary_title,original_title,start_year,runtime_minutes,genres
0,Toy Story 3,BV,415000000.0,652000000.0,2010,,,,,,
1,Alice in Wonderland (2010),BV,334200000.0,691300000.0,2010,,,,,,
2,Harry Potter and the Deathly Hallows Part 1,WB,296000000.0,664300000.0,2010,,,,,,
3,Inception,WB,292600000.0,535700000.0,2010,,,,,,
4,Shrek Forever After,P/DW,238700000.0,513900000.0,2010,,,,,,
5,The Twilight Saga: Eclipse,Sum.,300500000.0,398000000.0,2010,,,,,,
6,Iron Man 2,Par.,312400000.0,311500000.0,2010,,,,,,
7,Tangled,BV,200800000.0,391000000.0,2010,,,,,,
8,Despicable Me,Uni.,251500000.0,291600000.0,2010,,,,,,
9,How to Train Your Dragon,P/DW,217600000.0,277300000.0,2010,,,,,,
10,Clash of the Titans (2010),WB,163200000.0,330000000.0,2010,,,,,,
11,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,104400000.0,311300000.0,2010,,,,,,
12,The King's Speech,Wein.,135500000.0,275400000.0,2010,,,,,,
13,Tron Legacy,BV,172100000.0,228000000.0,2010,,,,,,
14,The Karate Kid,Sony,176600000.0,182500000.0,2010,,,,,,
15,Prince of Persia: The Sands of Time,BV,90800000.0,245600000.0,2010,,,,,,
16,Black Swan,FoxS,107000000.0,222400000.0,2010,,,,,,
17,Megamind,P/DW,148400000.0,173500000.0,2010,,,,,,
18,Robin Hood,Uni.,105300000.0,216400000.0,2010,tt8558276,Robin Hood,Robin Hood,2017.0,60.0,"Action,Adventure,History"
19,Robin Hood,Uni.,105300000.0,216400000.0,2010,tt4532826,Robin Hood,Robin Hood,2018.0,116.0,"Action,Adventure,Thriller"
20,The Last Airbender,Par.,131800000.0,187900000.0,2010,,,,,,
21,Little Fockers,Uni.,148400000.0,162200000.0,2010,,,,,,
22,Resident Evil: Afterlife,SGem,60100000.0,240100000.0,2010,,,,,,
23,Shutter Island,Par.,128000000.0,166800000.0,2010,,,,,,
24,Salt,Sony,118300000.0,175200000.0,2010,,,,,,
25,Sex and the City 2,WB (NL),95300000.0,193000000.0,2010,,,,,,
26,The Tourist,Sony,67600000.0,210700000.0,2010,,,,,,
27,The Expendables,LGF,103100000.0,171400000.0,2010,,,,,,
28,Grown Ups,Sony,162000000.0,109400000.0,2010,,,,,,
29,Knight & Day,Fox,76400000.0,185500000.0,2010,,,,,,
30,True Grit,Par.,171200000.0,81000000.0,2010,,,,,,
31,Gulliver's Travels,Fox,42800000.0,194600000.0,2010,,,,,,
32,Percy Jackson & The Olympians: The Lightning Thief,Fox,88800000.0,137700000.0,2010,,,,,,
33,The Social Network,Sony,97000000.0,128000000.0,2010,,,,,,
34,Valentine's Day,WB (NL),110500000.0,106000000.0,2010,,,,,,
35,The Sorcerer's Apprentice,BV,63200000.0,152100000.0,2010,,,,,,
36,Due Date,WB,100500000.0,111200000.0,2010,,,,,,
37,Eat Pray Love,Sony,80600000.0,124000000.0,2010,,,,,,
38,Yogi Bear,WB,100200000.0,101300000.0,2010,,,,,,
39,Red,Sum.,90400000.0,108600000.0,2010,tt8851190,Red,Red,2018.0,90.0,Drama
40,Paranormal Activity 2,Par.,84800000.0,92800000.0,2010,,,,,,
41,The A-Team,Fox,77200000.0,100000000.0,2010,,,,,,
42,Jackass 3-D,Par.,117200000.0,54500000.0,2010,,,,,,
43,The Other Guys,Sony,119200000.0,51200000.0,2010,,,,,,
44,Unstoppable,Fox,81600000.0,86200000.0,2010,tt7098772,Unstoppable,Unstoppable,2017.0,12.0,Documentary
45,Unstoppable,Fox,81600000.0,86200000.0,2010,tt9499562,Unstoppable,Unstoppable,2017.0,52.0,Documentary
46,Unstoppable,Fox,81600000.0,86200000.0,2010,tt9225192,Unstoppable,Seongnan hwangso,2018.0,116.0,"Action,Crime"
47,Unstoppable,Fox,81600000.0,86200000.0,2010,tt9906218,Unstoppable,Unstoppable,2019.0,84.0,Documentary
48,Step Up 3-D,BV,42400000.0,116900000.0,2010,,,,,,
49,The Book of Eli,WB,94800000.0,62300000.0,2010,,,,,,
50,The Town,WB,92200000.0,61800000.0,2010,,,,,,
51,Date Night,Fox,98700000.0,53600000.0,2010,,,,,,
52,Legend of the Guardians: The Owls of Ga'Hoole,WB,55700000.0,84400000.0,2010,,,,,,
53,The Wolfman,Uni.,62000000.0,77800000.0,2010,,,,,,
54,The Bounty Hunter,Sony,67099999.0,69300000.0,2010,,,,,,
55,Saw 3D,LGF,45700000.0,90400000.0,2010,,,,,,
56,Wall Street: Money Never Sleeps,Fox,52500000.0,82300000.0,2010,,,,,,
57,The Fighter,Par.,93600000.0,35600000.0,2010,,,,,,
58,Predators,Fox,52000000.0,75200000.0,2010,,,,,,
59,A Nightmare on Elm Street (2010),WB (NL),63100000.0,52600000.0,2010,,,,,,
60,Dear John,SGem,80000000.0,35000000.0,2010,,,,,,
61,Cats & Dogs: The Revenge of Kitty Galore,WB,43600000.0,68900000.0,2010,,,,,,
62,Tooth Fairy,Fox,60000000.0,52400000.0,2010,tt7906260,Tooth Fairy,Toof,2019.0,86.0,Horror
63,Life as We Know It,WB,53400000.0,52300000.0,2010,,,,,,
64,Hereafter,WB,32700000.0,72500000.0,2010,,,,,,
65,The Girl with the Dragon Tattoo,MBox,10100000.0,94300000.0,2010,,,,,,
66,Love and Other Drugs,Fox,32400000.0,70500000.0,2010,,,,,,
67,Aftershock (Tangshan Dadizhen),CL,63000.0,100200000.0,2010,,,,,,
68,Killers,LGF,47100000.0,51100000.0,2010,,,,,,
69,Kick-Ass,LGF,48100000.0,48100000.0,2010,,,,,,
70,Green Zone,Uni.,35100000.0,59800000.0,2010,,,,,,
71,Nanny McPhee Returns,Uni.,29000000.0,64200000.0,2010,,,,,,
72,Get Him to the Greek,Uni.,61000000.0,30300000.0,2010,,,,,,
73,Burlesque,SGem,39400000.0,50100000.0,2010,,,,,,
74,The Last Song,BV,63000000.0,26100000.0,2010,,,,,,
75,Dinner for Schmucks,P/DW,73000000.0,13800000.0,2010,,,,,,
76,Marmaduke,Fox,33600000.0,50100000.0,2010,,,,,,
77,Piranha 3D,W/Dim.,25000000.0,58200000.0,2010,,,,,,
78,Oceans,BV,19400000.0,63200000.0,2010,,,,,,
79,Edge of Darkness,WB,43300000.0,37800000.0,2010,,,,,,
80,Vampires Suck,Fox,36700000.0,43900000.0,2010,,,,,,
81,Letters to Juliet,Sum.,53000000.0,26100000.0,2010,,,,,,
82,The Back-Up Plan,CBS,37500000.0,40000000.0,2010,,,,,,
83,If You Are the One 2 (Fei Cheng Wu Rao II),CL,427000.0,75600000.0,2010,,,,,,
84,Diary of a Wimpy Kid,Fox,64000000.0,11700000.0,2010,,,,,,
85,Easy A,SGem,58400000.0,16600000.0,2010,,,,,,
86,Hubble 3D,WB,52400000.0,21500000.0,2010,,,,,,
87,Takers,SGem,57700000.0,11300000.0,2010,,,,,,
88,Tales from Earthsea,BV,48500.0,68600000.0,2010,,,,,,
89,Legion (2010),SGem,40200000.0,27800000.0,2010,,,,,,
90,The American,Focus,35600000.0,32299999.0,2010,,,,,,
91,The Last Exorcism,LGF,41000000.0,26700000.0,2010,,,,,,
92,The Next Three Days,LGF,21100000.0,46300000.0,2010,,,,,,
93,The Girl Who Played with Fire,MBox,7600000.0,59500000.0,2010,,,,,,
94,Skyline,Uni.,21400000.0,45400000.0,2010,,,,,,
95,Hot Tub Time Machine,MGM,50300000.0,14300000.0,2010,,,,,,
96,Devil,Uni.,33600000.0,29100000.0,2010,tt7442358,Devil,Akuma,2018.0,89.0,Drama
97,127 Hours,FoxS,18300000.0,42400000.0,2010,,,,,,
98,Tyler Perry's Why Did I Get Married Too?,LGF,60100000.0,578000.0,2010,,,,,,
99,Secretariat,BV,59700000.0,537000.0,2010,,,,,,
100,The Ghost Writer,Sum.,15500000.0,44700000.0,2010,,,,,,
101,Morning Glory,Par.,31000000.0,29000000.0,2010,,,,,,
102,Remember Me,Sum.,19100000.0,37000000.0,2010,tt4843358,Remember Me,Remember Me,2016.0,85.0,Comedy
103,Cop Out,WB,44900000.0,10700000.0,2010,,,,,,
104,The Crazies,Over.,39100000.0,15700000.0,2010,,,,,,
105,From Paris with Love,LGF,24100000.0,28700000.0,2010,,,,,,
106,Daybreakers,LGF,30100000.0,21300000.0,2010,,,,,,
107,Alpha and Omega,LGF,25100000.0,25400000.0,2010,,,,,,
108,The Switch,Mira.,27800000.0,22100000.0,2010,,,,,,
109,She's Out of My League,Par.,32000000.0,17800000.0,2010,,,,,,
110,Death at a Funeral (2010),SGem,42700000.0,6300000.0,2010,,,,,,
111,How Do You Know,Sony,30200000.0,18500000.0,2010,,,,,,
112,Charlie St. Cloud,Uni.,31200000.0,17000000.0,2010,,,,,,
113,Scott Pilgrim vs. the World,Uni.,31500000.0,16100000.0,2010,,,,,,
114,Heartbreaker,IFC,504000.0,46900000.0,2010,,,,,,
115,The Spy Next Door,LGF,24300000.0,20900000.0,2010,,,,,,
116,"The Good, the Bad, the Weird",IFC,128000.0,44100000.0,2010,,,,,,
117,Machete,Fox,26600000.0,17500000.0,2010,,,,,,
118,The Girl Who Kicked the Hornet's Nest,MBox,5200000.0,38300000.0,2010,,,,,,
119,The Man From Nowhere,CJ,528000.0,42500000.0,2010,,,,,,
120,When in Rome,BV,32700000.0,10400000.0,2010,,,,,,
121,My Name is Khan,FoxS,4000000.0,38300000.0,2010,,,,,,
122,Going the Distance,WB (NL),17800000.0,24200000.0,2010,,,,,,
123,The Concert,Wein.,658000.0,40500000.0,2010,,,,,,
124,Agora,NM,619000.0,38400000.0,2010,,,,,,
125,For Colored Girls,LGF,37700000.0,17300.0,2010,,,,,,
126,Brooklyn's Finest,Over.,27200000.0,9300000.0,2010,,,,,,
127,Furry Vengeance,Sum.,17600000.0,18600000.0,2010,,,,,,
128,Faster,CBS,23200000.0,12400000.0,2010,,,,,,
129,The Kids Are All Right,Focus,20800000.0,13900000.0,2010,,,,,,
130,You Will Meet a Tall Dark Stranger,SPC,3200000.0,31000000.0,2010,,,,,,
131,The Secret in Their Eyes,SPC,6400000.0,27600000.0,2010,,,,,,
132,Avatar: Special Edition,Fox,10700000.0,22500000.0,2010,,,,,,
133,Leap Year,Uni.,25900000.0,6700000.0,2010,,,,,,
134,You Again,BV,25700000.0,6300000.0,2010,,,,,,
135,Mesrine: Killer Instinct,MBox,552000.0,30500000.0,2010,,,,,,
136,The Losers,WB,23600000.0,5800000.0,2010,,,,,,
137,Case 39,ParV,13300000.0,14900000.0,2010,,,,,,
138,Ramona and Beezus,Fox,26200000.0,1100000.0,2010,,,,,,
139,Splice,WB,17000000.0,9800000.0,2010,,,,,,
140,Fair Game (2010),Sum.,9500000.0,14600000.0,2010,,,,,,
141,Let Me In,Over.,12100000.0,12000000.0,2010,tt7122852,Let Me In,Let Me In,2017.0,74.0,Horror
142,Mao's Last Dancer,Gold.,4800000.0,17500000.0,2010,,,,,,
143,Just Wright,FoxS,21500000.0,29900.0,2010,,,,,,
144,Our Family Wedding,FoxS,20300000.0,1200000.0,2010,,,,,,
145,My Soul to Take,Uni.,14700000.0,6200000.0,2010,,,,,,
146,71 Into the Fire,JS,177000.0,20800000.0,2010,,,,,,
147,"I Love You, Phillip Morris",RAtt.,2000000.0,18700000.0,2010,,,,,,
148,Country Strong,SGem,20200000.0,310000.0,2010,,,,,,
149,Another Year,SPC,3200000.0,16500000.0,2010,tt5886728,Another Year,You yi nian,2016.0,181.0,Documentary
150,Youth in Revolt,W/Dim.,15300000.0,4400000.0,2010,,,,,,
151,Buried,LGF,1000000.0,18100000.0,2010,,,,,,
152,[Rec] 2,Magn.,27800.0,18500000.0,2010,,,,,,
153,Repo Men,Uni.,13800000.0,4600000.0,2010,,,,,,
154,A Prophet (Un prophète),SPC,2100000.0,15800000.0,2010,,,,,,
155,Soul Kitchen,IFC,277000.0,17600000.0,2010,,,,,,
156,Mother (2010),Magn.,552000.0,16600000.0,2010,,,,,,
157,Micmacs,SPC,1300000.0,15100000.0,2010,,,,,,
158,The Nutcracker in 3D,Free,195000.0,16000000.0,2010,,,,,,
159,Sea Rex 3D: Journey to a Prehistoric World,3D,6100000.0,9900000.0,2010,,,,,,
160,I Hate Luv Storys,UTV,848000.0,14900000.0,2010,,,,,,
161,Extraordinary Measures,CBS,12100000.0,3100000.0,2010,,,,,,
162,Somewhere,Focus,1800000.0,12200000.0,2010,,,,,,
163,Winter's Bone,RAtt.,6500000.0,7300000.0,2010,,,,,,
164,The Last Station,SPC,6600000.0,6900000.0,2010,,,,,,
165,Raajneeti,UTV,1500000.0,11100000.0,2010,,,,,,
166,Made in Dagenham,SPC,1100000.0,11300000.0,2010,,,,,,
167,Blue Valentine,Wein.,9700000.0,2600000.0,2010,,,,,,
168,Tamara Drewe,SPC,560000.0,11400000.0,2010,,,,,,
169,Chloe,SPC,3100000.0,8600000.0,2010,tt8083476,Chloe,Chloe,2017.0,6.0,"Documentary,Family"
170,Looking for Eric,IFC,55800.0,11500000.0,2010,,,,,,
171,The Warrior's Way,Rela.,5700000.0,5400000.0,2010,,,,,,
172,I Am Love,Magn.,5000000.0,5900000.0,2010,,,,,,
173,Jonah Hex,WB,10500000.0,356000.0,2010,,,,,,
174,Harry Brown,Gold.,1800000.0,8500000.0,2010,,,,,,
175,Cyrus,FoxS,7500000.0,2500000.0,2010,,,,,,
176,Conviction,FoxS,6800000.0,2900000.0,2010,tt7799386,Conviction,Une intime conviction,2018.0,110.0,Drama
177,Get Low,SPC,9200000.0,518000.0,2010,,,,,,
178,Babies,Focus,7300000.0,2200000.0,2010,,,,,,
179,Stone,Over.,1800000.0,7700000.0,2010,,,,,,
180,Peepli Live,UTV,758000.0,8700000.0,2010,,,,,,
181,Never Let Me Go,FoxS,2400000.0,7000000.0,2010,,,,,,
182,Mid-August Lunch,Zeit.,675000.0,8700000.0,2010,,,,,,
183,MacGruber,Uni.,8500000.0,797000.0,2010,,,,,,
184,City Island,Anch.,6700000.0,1200000.0,2010,,,,,,
185,Inside Job,SPC,4300000.0,3600000.0,2010,,,,,,
186,The Joneses,RAtt.,1500000.0,5500000.0,2010,tt4360484,The Joneses,The Joneses,2016.0,80.0,"Biography,Documentary"
187,Centurion,Magn.,124000.0,6700000.0,2010,,,,,,
188,Animal Kingdom,SPC,1000000.0,5700000.0,2010,tt7016298,Animal Kingdom,Animal Kingdom,2017.0,121.0,"Drama,Fantasy,Horror"
189,Nowhere Boy,Wein.,1500000.0,5100000.0,2010,,,,,,
190,It's Kind of a Funny Story,Focus,6400000.0,128000.0,2010,,,,,,
191,"Waiting for ""Superman""",ParV,6400000.0,9300.0,2010,,,,,,
192,Greenberg,Focus,4200000.0,1900000.0,2010,,,,,,
193,Coco Chanel & Igor Stravinsky,SPC,1600000.0,4099999.0,2010,,,,,,
194,Vincere,IFC,619000.0,5100000.0,2010,,,,,,
195,The Illusionist (2010),SPC,2200000.0,3400000.0,2010,,,,,,
196,Exit Through the Gift Shop,PDA,3300000.0,2000000.0,2010,,,,,,
197,Mademoiselle Chambon,Lorb.,532000.0,4700000.0,2010,,,,,,
198,Solitary Man,Anch.,4400000.0,818000.0,2010,,,,,,
199,Rabbit Hole,LGF,2200000.0,2900000.0,2010,,,,,,
200,Vision,Zeit.,435000.0,4600000.0,2010,tt7385754,Vision,Vision,2016.0,7.0,Documentary
201,Vision,Zeit.,435000.0,4600000.0,2010,tt7566518,Vision,Vision,2018.0,109.0,Drama
202,Mother and Child,SPC,1100000.0,3900000.0,2010,,,,,,
203,The Runaways,App.,3600000.0,1100000.0,2010,tt6168914,The Runaways,The Runaways,2019.0,108.0,Adventure
204,Four Lions,Drft.,305000.0,4400000.0,2010,,,,,,
205,Wild Grass,SPC,404000.0,4200000.0,2010,tt6786720,Wild Grass,Wild Grass,2017.0,107.0,"Documentary,Family"
206,Please Give,SPC,4000000.0,280000.0,2010,,,,,,
207,Monsters,Magn.,237000.0,4000000.0,2010,tt8254042,Monsters,Monsters,2018.0,97.0,"Drama,Thriller"
208,Rare Exports: A Christmas Tale,Osci.,236000.0,3800000.0,2010,,,,,,
209,The Killer Inside Me,IFC,217000.0,3800000.0,2010,,,,,,
210,The Perfect Game,IW,1000000.0,2800000.0,2010,,,,,,
211,To Save a Life,Gold.,3800000.0,45800.0,2010,,,,,,
212,Inspector Bellamy,IFC,108000.0,3600000.0,2010,,,,,,
213,Catfish,Rog.,3200000.0,242000.0,2010,,,,,,
214,Wild Target,Free,109000.0,3300000.0,2010,,,,,,
215,Frozen (2010),Anch.,246000.0,2900000.0,2010,,,,,,
216,Dabangg,Eros,1300000.0,1700000.0,2010,,,,,,
217,Kites,Relbig.,1600000.0,1300000.0,2010,,,,,,
218,Letters to God,Viv.,2800000.0,60300.0,2010,,,,,,
219,Twelve,Hann.,184000.0,2400000.0,2010,tt7033498,Twelve,Twelve,2019.0,92.0,"Family,Sport"
220,Tees Maar Khan,UTV,1100000.0,1400000.0,2010,,,,,,
221,Fish Tank,IFC,375000.0,2000000.0,2010,,,,,,
222,Housefull,Eros,1200000.0,1200000.0,2010,,,,,,
223,Golmaal 3,Eros,1100000.0,935000.0,2010,,,,,,
224,After.Life,Anch.,109000.0,1900000.0,2010,,,,,,
225,Cairo Time,IFC,1600000.0,391000.0,2010,,,,,,
226,Guzaarish,UTV,1000000.0,695000.0,2010,,,,,,
227,Ondine,Magn.,550000.0,1100000.0,2010,,,,,,
228,Anjaana Anjaani,Eros,855000.0,761000.0,2010,,,,,,
229,John Rabe,Strand,67500.0,1400000.0,2010,,,,,,
230,Restrepo,NGE,1300000.0,105000.0,2010,,,,,,
231,Raavan,Relbig.,709000.0,648000.0,2010,,,,,,
232,The City of Your Final Destination,Scre.,493000.0,859000.0,2010,,,,,,
233,Ajami,Kino,622000.0,669000.0,2010,,,,,,
234,Army of Crime,Lorb.,37000.0,1200000.0,2010,,,,,,
235,Lebanon,SPC,368000.0,830000.0,2010,,,,,,
236,Howl,Osci.,617000.0,566000.0,2010,,,,,,
237,Videocracy,Kino,23700.0,1200000.0,2010,,,,,,
238,When You're Strange,Abr.,246000.0,901000.0,2010,,,,,,
239,The Salvation Poem (Poema de Salvacion),CZ,915000.0,183000.0,2010,,,,,,
240,Casino Jack,ATO,1000000.0,40700.0,2010,,,,,,
241,Leaving,IFC,176000.0,893000.0,2010,tt8306090,Leaving,Leaving,2017.0,50.0,Drama
242,Khatta Meetha,Eros,542000.0,499000.0,2010,,,,,,
243,We Are Family,UTV,638000.0,393000.0,2010,tt4926822,We Are Family,C'est quoi cette famille?!,2016.0,99.0,Comedy
244,Leaves of Grass,First,70100.0,949000.0,2010,,,,,,
245,North Face,MBox,711000.0,216000.0,2010,,,,,,
246,Creation,NM,341000.0,555000.0,2010,,,,,,
247,No One Knows About Persian Cats,IFC,81800.0,798000.0,2010,,,,,,
248,Carlos,IFC,146000.0,726000.0,2010,,,,,,
249,Hideaway (Le Refuge),Strand,34500.0,837000.0,2010,,,,,,
250,The Disappearance of Alice Creed,Anch.,167000.0,701000.0,2010,,,,,,
251,Break Ke Baad,Relbig.,428000.0,389000.0,2010,,,,,,
252,Veer (2010),Eros,527000.0,277000.0,2010,,,,,,
253,Life During Wartime,IFC,281000.0,487000.0,2010,,,,,,
254,Enter the Void,IFC,336000.0,418000.0,2010,,,,,,
255,The Secret of Kells,GK,677000.0,62700.0,2010,,,,,,
256,No Problem,Eros,285000.0,369000.0,2010,,,,,,
257,All Good Things,Magn.,582000.0,62500.0,2010,,,,,,
258,Jack Goes Boating,Over.,542000.0,77600.0,2010,,,,,,
259,Holy Rollers,FInd.,303000.0,305000.0,2010,,,,,,
260,Chain Letter,NFC,139000.0,447000.0,2010,,,,,,
261,I Spit on Your Grave,Anch.,93100.0,480000.0,2010,,,,,,
262,I'm Still Here,Magn.,409000.0,160000.0,2010,,,,,,
263,Salt of this Sea,Lorb.,11700.0,545000.0,2010,,,,,,
264,Undertow (2010),TFC,109000.0,393000.0,2010,,,,,,
265,Father of My Children,IFC,144000.0,335000.0,2010,,,,,,
266,The Greatest (2010),Pala.,115000.0,359000.0,2010,,,,,,
267,The Extra Man,Magn.,453000.0,4500.0,2010,,,,,,
268,Dogtooth,Kino,110000.0,274000.0,2010,,,,,,
269,The Tempest,Mira.,278000.0,68700.0,2010,,,,,,
270,The Good Heart,Magn.,20900.0,323000.0,2010,,,,,,
271,Formosa Betrayed,Scre.,225000.0,101000.0,2010,,,,,,
272,Red Hill,Strand,21100.0,300000.0,2010,,,,,,
273,Welcome to the Rileys,Gold.,159000.0,158000.0,2010,,,,,,
274,"A Woman, A Gun and A Noodle Shop",SPC,191000.0,121000.0,2010,,,,,,
275,The Girl on the Train,Strand,208000.0,97100.0,2010,tt3631112,The Girl on the Train,The Girl on the Train,2016.0,112.0,"Crime,Drama,Mystery"
276,Mesrine: Public Enemy No. 1,MBox,275000.0,28100.0,2010,,,,,,
277,44 Inch Chest,Imag.,39000.0,255000.0,2010,,,,,,
278,Karthik Calling Karthik,Eros,286000.0,7100.0,2010,,,,,,
279,Eyes Wide Open,NAV,26300.0,250000.0,2010,tt6593242,Eyes Wide Open,Eyes Wide Open,2018.0,110.0,"Action,Mystery,Thriller"
280,Waste Land,Arth.,188000.0,88700.0,2010,,,,,,
281,South of the Border,CLS,199000.0,70800.0,2010,,,,,,
282,Human Centipede,IFC,181000.0,70700.0,2010,,,,,,
283,"Lovely, Still",Mont.,128000.0,106000.0,2010,,,,,,
284,The Girl (Flickan),Olive,2200.0,229000.0,2010,,,,,,
285,Bitch Slap,Free,17400.0,182000.0,2010,,,,,,
286,Chance Pe Dance,UTV,169000.0,24300.0,2010,,,,,,
287,Client 9: The Rise and Fall of Eliot Spitzer,Magn.,189000.0,3500.0,2010,,,,,,
288,Perrier's Bounty,IFC,800.0,167000.0,2010,,,,,,
289,Around a Small Mountain,CGld,33200.0,131000.0,2010,,,,,,
290,Spring Fever,Strand,10800.0,150000.0,2010,,,,,,
291,The Eclipse,Magn.,133000.0,26400.0,2010,,,,,,
292,George A. Romero's Survival of the Dead,Magn.,102000.0,41500.0,2010,,,,,,
293,The Romantics,FOAK,107000.0,17300.0,2010,,,,,,
294,Freakonomics,Magn.,101000.0,16400.0,2010,,,,,,
295,Saint John of Las Vegas,IVP,103000.0,9100.0,2010,,,,,,
296,Band Baaja Baaraat,Yash,43800.0,60700.0,2010,,,,,,
297,Kisses,Osci.,81700.0,15300.0,2010,,,,,,
298,Waking Sleeping Beauty,BV,80700.0,4200.0,2010,,,,,,
299,Enemies of the People,ICir,73200.0,6400.0,2010,,,,,,
300,Hadewijch,IFC,5000.0,57500.0,2010,,,,,,
301,As Good as Dead,First,2000.0,53600.0,2010,,,,,,
302,Inhale,IFC,4100.0,51000.0,2010,,,,,,
303,District B13: Ultimatum,Magn.,36100.0,16200.0,2010,,,,,,
304,GasLand,WOW,30800.0,18600.0,2010,,,,,,
305,Boogie Woogie,IFC,2600.0,44900.0,2010,,,,,,
306,Come Undone (2010),FM,10000.0,31300.0,2010,,,,,,
307,The Red Baron,Mont.,37200.0,3100.0,2010,,,,,,
308,Bluebeard,Strand,33500.0,5200.0,2010,tt6599340,Bluebeard,Haebing,2017.0,117.0,Thriller
309,Daddy Longlegs,IFC,21800.0,11500.0,2010,,,,,,
310,Nenette,Kino,18000.0,5400.0,2010,,,,,,
311,Picture Me,Strand,12000.0,10400.0,2010,,,,,,
312,The Thorn in the Heart,Osci.,7400.0,10500.0,2010,,,,,,
313,Harry Potter and the Deathly Hallows Part 2,WB,381000000.0,960500000.0,2011,,,,,,
314,Transformers: Dark of the Moon,P/DW,352400000.0,771400000.0,2011,,,,,,
315,Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000.0,2011,,,,,,
316,The Twilight Saga: Breaking Dawn Part 1,Sum.,281300000.0,430900000.0,2011,,,,,,
317,Mission: Impossible - Ghost Protocol,Par.,209400000.0,485300000.0,2011,,,,,,
318,Kung Fu Panda 2,P/DW,165200000.0,500400000.0,2011,,,,,,
319,Fast Five,Uni.,209800000.0,416300000.0,2011,,,,,,
320,The Hangover Part II,WB,254500000.0,332300000.0,2011,,,,,,
321,The Smurfs,Sony,142600000.0,421100000.0,2011,,,,,,
322,Cars 2,BV,191500000.0,370700000.0,2011,,,,,,
323,Puss in Boots,P/DW,149300000.0,405700000.0,2011,,,,,,
324,Sherlock Holmes: A Game of Shadows,WB,186800000.0,358600000.0,2011,,,,,,
325,Rio,Fox,143600000.0,341000000.0,2011,tt5734820,Rio,Rio,2017.0,87.0,Drama
326,Rise of the Planet of the Apes,Fox,176800000.0,305000000.0,2011,,,,,,
327,Thor,Par.,181000000.0,268300000.0,2011,,,,,,
328,The Adventures of Tintin,Par.,77600000.0,296400000.0,2011,,,,,,
329,Captain America: The First Avenger,Par.,176700000.0,193900000.0,2011,,,,,,
330,X-Men: First Class,Fox,146400000.0,207200000.0,2011,,,,,,
331,Alvin and the Chipmunks: Chipwrecked,Fox,133100000.0,209600000.0,2011,,,,,,
332,Real Steel,BV,85500000.0,213800000.0,2011,,,,,,
333,Bridesmaids,Uni.,169100000.0,119300000.0,2011,,,,,,
334,Super 8,Par.,127000000.0,133100000.0,2011,,,,,,
335,Rango,Par.,123500000.0,122200000.0,2011,,,,,,
336,The Girl with the Dragon Tattoo (2011),Sony,102500000.0,130100000.0,2011,,,,,,
337,The Green Hornet,Sony,98800000.0,129000000.0,2011,,,,,,
338,Immortals,Rela.,83500000.0,143400000.0,2011,,,,,,
339,Green Lantern,WB,116600000.0,103300000.0,2011,,,,,,
340,The Help,BV,169700000.0,46900000.0,2011,,,,,,
341,Bad Teacher,Sony,100300000.0,115900000.0,2011,,,,,,
342,Just Go With It,Sony,103000000.0,111900000.0,2011,,,,,,
343,Battle: Los Angeles,Sony,83600000.0,128300000.0,2011,,,,,,
344,Horrible Bosses,WB (NL),117500000.0,92100000.0,2011,,,,,,
345,Paranormal Activity 3,Par.,104000000.0,103000000.0,2011,,,,,,
346,Gnomeo and Juliet,BV,100000000.0,94000000.0,2011,,,,,,
347,Mr. Popper's Penguins,Fox,68200000.0,119100000.0,2011,,,,,,
348,Hugo,Par.,73900000.0,111900000.0,2011,tt7496196,Hugo,Hugo,2017.0,80.0,Documentary
349,The Lion King (in 3D),BV,94200000.0,91300000.0,2011,,,,,,
350,Hop,Uni.,108100000.0,75900000.0,2011,,,,,,
351,War Horse,BV,79900000.0,97700000.0,2011,,,,,,
352,The Descendants,FoxS,82600000.0,94700000.0,2011,,,,,,
353,Cowboys & Aliens,Uni.,100200000.0,74600000.0,2011,,,,,,
354,In Time,Fox,37500000.0,136400000.0,2011,,,,,,
355,Zookeeper,Sony,80400000.0,89500000.0,2011,,,,,,
356,The Muppets,BV,88600000.0,76600000.0,2011,,,,,,
357,Limitless,Rela.,79200000.0,82600000.0,2011,tt6084030,Limitless,Limitless,2017.0,57.0,Documentary
358,Johnny English Reborn,Uni.,8300000.0,151800000.0,2011,,,,,,
359,Final Destination 5,WB (NL),42600000.0,115300000.0,2011,,,,,,
360,Tower Heist,Uni.,78000000.0,74900000.0,2011,,,,,,
361,Midnight in Paris,SPC,56800000.0,94300000.0,2011,tt10340148,Midnight in Paris,Midnight in Paris,2019.0,75.0,"Comedy,Documentary,Drama"
362,Happy Feet Two,WB,64000000.0,86400000.0,2011,,,,,,
363,I Am Number Four,BV,55100000.0,94800000.0,2011,,,,,,
364,Jack and Jill,Sony,74200000.0,75500000.0,2011,,,,,,
365,Friends with Benefits,SGem,55800000.0,93700000.0,2011,,,,,,
366,No Strings Attached,Par.,70700000.0,78600000.0,2011,tt6598256,No Strings Attached,No Strings Attached,2017.0,73.0,"Comedy,Drama,Romance"
367,Arthur Christmas,Sony,46500000.0,101000000.0,2011,,,,,,
